cluster,pdb_num
Cluster 1837,3
Cluster 1779,3
Cluster 372,3
Cluster 571,3
Cluster 1828,3
Cluster 440,3
Cluster 90,3
Cluster 1528,3
Cluster 442,3
Cluster 1538,3
Cluster 2192,3
Cluster 146,3
Cluster 392,3
Cluster 590,3
Cluster 390,3
Cluster 396,3
Cluster 1542,3
Cluster 1569,3
Cluster 1531,3
Cluster 1552,3
Cluster 88,3
Cluster 398,3
Cluster 439,3
Cluster 598,3
Cluster 1584,3
Cluster 509,3
Cluster 1894,3
Cluster 1940,3
Cluster 282,3
Cluster 284,3
Cluster 2019,3
Cluster 538,3
Cluster 292,3
Cluster 2006,3
Cluster 295,3
Cluster 1999,3
Cluster 1707,3
Cluster 1706,3
Cluster 1647,3
Cluster 529,3
Cluster 1704,3
Cluster 490,3
Cluster 1984,3
Cluster 1655,3
Cluster 1657,3
Cluster 1694,3
Cluster 1662,3
Cluster 498,3
Cluster 518,3
Cluster 1666,3
Cluster 320,3
Cluster 515,3
Cluster 1689,3
Cluster 1963,3
Cluster 1680,3
Cluster 1965,3
Cluster 277,3
Cluster 371,3
Cluster 1624,3
Cluster 264,3
Cluster 2140,3
Cluster 212,3
Cluster 213,3
Cluster 1903,3
Cluster 462,3
Cluster 218,3
Cluster 223,3
Cluster 1753,3
Cluster 1746,3
Cluster 2094,3
Cluster 1916,3
Cluster 2085,3
Cluster 474,3
Cluster 1924,3
Cluster 2075,3
Cluster 245,3
Cluster 2072,3
Cluster 1933,3
Cluster 1608,3
Cluster 1734,3
Cluster 1934,3
Cluster 1726,3
Cluster 553,3
Cluster 2055,3
Cluster 1724,3
Cluster 549,3
Cluster 260,3
Cluster 483,3
Cluster 484,3
Cluster 1716,3
Cluster 1858,3
Cluster 870,3
Cluster 1129,3
Cluster 1360,3
Cluster 1357,3
Cluster 904,3
Cluster 678,3
Cluster 1230,3
Cluster 681,3
Cluster 1346,3
Cluster 977,3
Cluster 971,3
Cluster 685,3
Cluster 1336,3
Cluster 970,3
Cluster 766,3
Cluster 689,3
Cluster 1332,3
Cluster 1148,3
Cluster 1133,3
Cluster 674,3
Cluster 1365,3
Cluster 900,3
Cluster 1406,3
Cluster 1084,3
Cluster 994,3
Cluster 662,3
Cluster 1100,3
Cluster 895,3
Cluster 783,3
Cluster 782,3
Cluster 665,3
Cluster 667,3
Cluster 778,3
Cluster 1378,3
Cluster 1373,3
Cluster 899,3
Cluster 1114,3
Cluster 1122,3
Cluster 1125,3
Cluster 1152,3
Cluster 1322,3
Cluster 1155,3
Cluster 1320,3
Cluster 756,3
Cluster 1189,3
Cluster 1269,3
Cluster 1192,3
Cluster 1197,3
Cluster 748,3
Cluster 1253,3
Cluster 745,3
Cluster 1251,3
Cluster 927,3
Cluster 1250,3
Cluster 742,3
Cluster 851,3
Cluster 852,3
Cluster 735,3
Cluster 1232,3
Cluster 1228,3
Cluster 1182,3
Cluster 792,3
Cluster 1272,3
Cluster 916,3
Cluster 1157,3
Cluster 696,3
Cluster 697,3
Cluster 962,3
Cluster 1161,3
Cluster 1168,3
Cluster 1305,3
Cluster 703,3
Cluster 845,3
Cluster 1295,3
Cluster 760,3
Cluster 759,3
Cluster 915,3
Cluster 758,3
Cluster 713,3
Cluster 715,3
Cluster 1275,3
Cluster 1274,3
Cluster 1419,3
Cluster 938,3
Cluster 1443,3
Cluster 875,3
Cluster 1071,3
Cluster 1435,3
Cluster 887,3
Cluster 1469,3
Cluster 1491,3
Cluster 630,3
Cluster 1500,3
Cluster 1066,3
Cluster 1063,3
Cluster 1053,3
Cluster 1447,3
Cluster 1040,3
Cluster 636,3
Cluster 996,3
Cluster 997,3
Cluster 624,3
Cluster 1509,3
Cluster 1426,3
Cluster 1477,3
Cluster 1074,3
Cluster 604,3
Cluster 622,3
Cluster 879,3
Cluster 1022,3
Cluster 1492,3
Cluster 874,3
Cluster 1001,3
Cluster 1013,3
Cluster 1050,3
Cluster 1047,3
Cluster 873,3
Cluster 811,3
Cluster 1024,3
Cluster 1005,3
Cluster 1288,4
Cluster 473,4
Cluster 711,4
Cluster 707,4
Cluster 558,4
Cluster 206,4
Cluster 487,4
Cluster 255,4
Cluster 1311,4
Cluster 1714,4
Cluster 700,4
Cluster 1886,4
Cluster 701,4
Cluster 1177,4
Cluster 702,4
Cluster 1300,4
Cluster 481,4
Cluster 1298,4
Cluster 387,4
Cluster 1174,4
Cluster 478,4
Cluster 288,4
Cluster 1171,4
Cluster 198,4
Cluster 140,4
Cluster 1543,4
Cluster 815,4
Cluster 817,4
Cluster 404,4
Cluster 1248,4
Cluster 946,4
Cluster 741,4
Cluster 1511,4
Cluster 1205,4
Cluster 1212,4
Cluster 929,4
Cluster 1239,4
Cluster 738,4
Cluster 1236,4
Cluster 1525,4
Cluster 818,4
Cluster 1814,4
Cluster 433,4
Cluster 725,4
Cluster 1204,4
Cluster 2,4
Cluster 810,4
Cluster 1273,4
Cluster 1866,4
Cluster 950,4
Cluster 1270,4
Cluster 142,4
Cluster 920,4
Cluster 278,4
Cluster 718,4
Cluster 751,4
Cluster 848,4
Cluster 924,4
Cluster 948,4
Cluster 592,4
Cluster 156,4
Cluster 925,4
Cluster 719,4
Cluster 1037,4
Cluster 1476,4
Cluster 926,4
Cluster 676,4
Cluster 228,4
Cluster 868,4
Cluster 986,4
Cluster 1087,4
Cluster 83,4
Cluster 1351,4
Cluster 1461,4
Cluster 1665,4
Cluster 1353,4
Cluster 1402,4
Cluster 1127,4
Cluster 1658,4
Cluster 660,4
Cluster 1319,4
Cluster 1132,4
Cluster 1987,4
Cluster 1432,4
Cluster 833,4
Cluster 528,4
Cluster 331,4
Cluster 1391,4
Cluster 902,4
Cluster 671,4
Cluster 1586,4
Cluster 981,4
Cluster 1372,4
Cluster 898,4
Cluster 785,4
Cluster 539,4
Cluster 337,4
Cluster 1456,4
Cluster 1462,4
Cluster 1978,4
Cluster 1431,4
Cluster 299,4
Cluster 839,4
Cluster 1412,4
Cluster 913,4
Cluster 1051,4
Cluster 692,4
Cluster 691,4
Cluster 1326,4
Cluster 322,4
Cluster 1328,4
Cluster 965,4
Cluster 513,4
Cluster 501,4
Cluster 1145,4
Cluster 1142,4
Cluster 1692,4
Cluster 1337,4
Cluster 768,4
Cluster 906,4
Cluster 1997,4
Cluster 61,4
Cluster 1342,4
Cluster 1570,4
Cluster 507,4
Cluster 251,4
Cluster 771,4
Cluster 794,5
Cluster 1075,5
Cluster 274,5
Cluster 1080,5
Cluster 242,5
Cluster 1226,5
Cluster 788,5
Cluster 1016,5
Cluster 413,5
Cluster 406,5
Cluster 991,5
Cluster 318,5
Cluster 416,5
Cluster 1215,5
Cluster 1156,5
Cluster 1203,5
Cluster 1154,5
Cluster 300,5
Cluster 1158,5
Cluster 1010,5
Cluster 806,5
Cluster 1011,5
Cluster 290,5
Cluster 287,5
Cluster 1178,5
Cluster 350,5
Cluster 385,5
Cluster 1014,5
Cluster 334,5
Cluster 386,5
Cluster 1128,5
Cluster 1002,5
Cluster 825,5
Cluster 812,5
Cluster 835,5
Cluster 246,5
Cluster 1191,5
Cluster 813,5
Cluster 752,5
Cluster 1195,5
Cluster 832,5
Cluster 995,5
Cluster 203,5
Cluster 370,5
Cluster 601,5
Cluster 1321,5
Cluster 1257,5
Cluster 160,5
Cluster 522,5
Cluster 1260,5
Cluster 519,5
Cluster 580,5
Cluster 679,5
Cluster 680,5
Cluster 154,5
Cluster 921,5
Cluster 458,5
Cluster 628,5
Cluster 1555,5
Cluster 506,5
Cluster 1277,5
Cluster 1747,5
Cluster 505,5
Cluster 584,5
Cluster 908,5
Cluster 1289,5
Cluster 688,5
Cluster 1310,5
Cluster 619,5
Cluster 1301,5
Cluster 135,5
Cluster 577,5
Cluster 1563,5
Cluster 1304,5
Cluster 169,5
Cluster 1615,5
Cluster 556,5
Cluster 933,5
Cluster 609,5
Cluster 645,5
Cluster 880,5
Cluster 891,5
Cluster 654,5
Cluster 542,5
Cluster 16,5
Cluster 936,5
Cluster 937,5
Cluster 59,5
Cluster 120,6
Cluster 1440,6
Cluster 693,6
Cluster 695,6
Cluster 319,6
Cluster 293,6
Cluster 1060,6
Cluster 699,6
Cluster 366,6
Cluster 362,6
Cluster 1518,6
Cluster 1136,6
Cluster 629,6
Cluster 987,6
Cluster 532,6
Cluster 100,6
Cluster 579,6
Cluster 486,6
Cluster 1102,6
Cluster 1389,6
Cluster 89,6
Cluster 330,6
Cluster 1618,6
Cluster 110,6
Cluster 1090,6
Cluster 633,6
Cluster 581,6
Cluster 1341,6
Cluster 30,6
Cluster 655,6
Cluster 770,6
Cluster 637,6
Cluster 265,6
Cluster 403,6
Cluster 279,6
Cluster 917,6
Cluster 587,6
Cluster 435,6
Cluster 456,6
Cluster 1265,6
Cluster 409,6
Cluster 172,6
Cluster 437,6
Cluster 1497,6
Cluster 399,6
Cluster 405,6
Cluster 166,6
Cluster 375,6
Cluster 714,6
Cluster 382,6
Cluster 128,6
Cluster 1294,6
Cluster 600,6
Cluster 1221,6
Cluster 479,6
Cluster 186,6
Cluster 820,6
Cluster 415,6
Cluster 1219,6
Cluster 726,6
Cluster 608,6
Cluster 1026,6
Cluster 94,7
Cluster 424,7
Cluster 1092,7
Cluster 1380,7
Cluster 729,7
Cluster 561,7
Cluster 892,7
Cluster 1382,7
Cluster 727,7
Cluster 1387,7
Cluster 91,7
Cluster 596,7
Cluster 894,7
Cluster 829,7
Cluster 243,7
Cluster 81,7
Cluster 799,7
Cluster 1004,7
Cluster 1512,7
Cluster 1076,7
Cluster 376,7
Cluster 1206,7
Cluster 698,7
Cluster 1159,7
Cluster 29,7
Cluster 489,7
Cluster 883,7
Cluster 122,7
Cluster 838,7
Cluster 123,7
Cluster 616,7
Cluster 582,7
Cluster 765,7
Cluster 115,7
Cluster 911,7
Cluster 1554,7
Cluster 1278,7
Cluster 709,7
Cluster 1267,7
Cluster 621,7
Cluster 1131,7
Cluster 1264,7
Cluster 530,7
Cluster 298,7
Cluster 527,7
Cluster 449,7
Cluster 191,7
Cluster 285,7
Cluster 973,7
Cluster 736,7
Cluster 1039,8
Cluster 807,8
Cluster 1012,8
Cluster 606,8
Cluster 291,8
Cluster 1056,8
Cluster 612,8
Cluster 614,8
Cluster 594,8
Cluster 37,8
Cluster 1009,8
Cluster 576,8
Cluster 345,8
Cluster 266,8
Cluster 1590,8
Cluster 419,8
Cluster 418,8
Cluster 733,8
Cluster 187,8
Cluster 728,8
Cluster 747,8
Cluster 194,8
Cluster 464,8
Cluster 953,8
Cluster 476,8
Cluster 761,8
Cluster 224,8
Cluster 103,8
Cluster 102,8
Cluster 1160,8
Cluster 232,8
Cluster 993,8
Cluster 1088,8
Cluster 890,8
Cluster 644,8
Cluster 897,8
Cluster 849,9
Cluster 38,9
Cluster 872,9
Cluster 1214,9
Cluster 176,9
Cluster 339,9
Cluster 1218,9
Cluster 179,9
Cluster 1025,9
Cluster 1,9
Cluster 881,9
Cluster 1023,9
Cluster 311,9
Cluster 1223,9
Cluster 1020,9
Cluster 457,9
Cluster 739,9
Cluster 632,9
Cluster 18,9
Cluster 533,9
Cluster 985,9
Cluster 972,9
Cluster 514,9
Cluster 510,9
Cluster 136,9
Cluster 336,9
Cluster 357,9
Cluster 492,9
Cluster 46,9
Cluster 480,9
Cluster 545,9
Cluster 786,9
Cluster 712,9
Cluster 1330,9
Cluster 184,9
Cluster 225,10
Cluster 257,10
Cluster 113,10
Cluster 819,10
Cluster 231,10
Cluster 1110,10
Cluster 459,10
Cluster 717,10
Cluster 560,10
Cluster 544,10
Cluster 669,10
Cluster 1445,10
Cluster 1367,10
Cluster 425,10
Cluster 572,10
Cluster 1249,10
Cluster 451,10
Cluster 1108,10
Cluster 610,10
Cluster 468,10
Cluster 259,11
Cluster 523,11
Cluster 422,11
Cluster 939,11
Cluster 341,11
Cluster 346,11
Cluster 183,11
Cluster 412,11
Cluster 666,11
Cluster 749,11
Cluster 195,11
Cluster 843,11
Cluster 77,11
Cluster 954,11
Cluster 267,11
Cluster 84,11
Cluster 555,11
Cluster 388,11
Cluster 45,11
Cluster 105,11
Cluster 552,11
Cluster 453,11
Cluster 1043,11
Cluster 40,11
Cluster 824,11
Cluster 131,11
Cluster 504,11
Cluster 31,11
Cluster 248,11
Cluster 586,11
Cluster 443,11
Cluster 1052,11
Cluster 469,11
Cluster 314,11
Cluster 491,11
Cluster 75,12
Cluster 888,12
Cluster 737,12
Cluster 493,12
Cluster 327,12
Cluster 543,12
Cluster 467,12
Cluster 51,12
Cluster 205,12
Cluster 380,12
Cluster 239,12
Cluster 240,12
Cluster 56,12
Cluster 710,13
Cluster 860,13
Cluster 448,13
Cluster 754,13
Cluster 1398,13
Cluster 149,13
Cluster 750,13
Cluster 155,13
Cluster 219,13
Cluster 367,13
Cluster 562,13
Cluster 99,13
Cluster 531,13
Cluster 348,13
Cluster 340,13
Cluster 803,13
Cluster 809,13
Cluster 570,13
Cluster 639,13
Cluster 177,13
Cluster 903,14
Cluster 436,14
Cluster 475,14
Cluster 408,14
Cluster 455,14
Cluster 889,14
Cluster 296,14
Cluster 565,14
Cluster 55,14
Cluster 822,14
Cluster 303,14
Cluster 611,14
Cluster 642,14
Cluster 623,14
Cluster 381,14
Cluster 675,15
Cluster 121,15
Cluster 1089,15
Cluster 233,15
Cluster 117,15
Cluster 775,15
Cluster 116,15
Cluster 57,15
Cluster 52,15
Cluster 569,15
Cluster 352,15
Cluster 465,15
Cluster 272,15
Cluster 857,15
Cluster 361,15
Cluster 847,15
Cluster 11,15
Cluster 273,15
Cluster 214,15
Cluster 354,15
Cluster 215,15
Cluster 73,15
Cluster 499,16
Cluster 33,16
Cluster 307,16
Cluster 66,16
Cluster 922,16
Cluster 535,16
Cluster 12,16
Cluster 163,16
Cluster 631,16
Cluster 151,17
Cluster 158,17
Cluster 78,17
Cluster 1086,17
Cluster 687,17
Cluster 332,17
Cluster 734,17
Cluster 427,17
Cluster 867,17
Cluster 593,18
Cluster 87,18
Cluster 8,18
Cluster 220,18
Cluster 193,18
Cluster 743,18
Cluster 850,18
Cluster 769,18
Cluster 229,18
Cluster 589,18
Cluster 620,18
Cluster 932,18
Cluster 170,18
Cluster 202,18
Cluster 130,19
Cluster 634,19
Cluster 72,19
Cluster 520,19
Cluster 80,19
Cluster 683,19
Cluster 656,19
Cluster 607,19
Cluster 268,19
Cluster 417,19
Cluster 831,19
Cluster 305,20
Cluster 342,20
Cluster 776,20
Cluster 463,20
Cluster 125,20
Cluster 626,20
Cluster 664,20
Cluster 389,20
Cluster 313,20
Cluster 97,21
Cluster 494,21
Cluster 42,21
Cluster 840,21
Cluster 269,21
Cluster 324,22
Cluster 335,22
Cluster 106,22
Cluster 208,22
Cluster 360,23
Cluster 349,23
Cluster 24,23
Cluster 373,23
Cluster 141,23
Cluster 118,24
Cluster 13,24
Cluster 217,25
Cluster 244,25
Cluster 263,26
Cluster 129,26
Cluster 325,26
Cluster 276,26
Cluster 211,27
Cluster 441,27
Cluster 152,27
Cluster 393,28
Cluster 445,28
Cluster 209,28
Cluster 82,29
Cluster 47,29
Cluster 658,29
Cluster 672,30
Cluster 236,31
Cluster 618,31
Cluster 58,31
Cluster 180,31
Cluster 9,31
Cluster 508,31
Cluster 171,31
Cluster 732,31
Cluster 256,31
Cluster 378,32
Cluster 534,32
Cluster 796,32
Cluster 104,32
Cluster 204,33
Cluster 312,33
Cluster 241,33
Cluster 178,33
Cluster 400,33
Cluster 10,33
Cluster 144,33
Cluster 147,34
Cluster 432,34
Cluster 132,34
Cluster 85,35
Cluster 145,35
Cluster 302,35
Cluster 126,36
Cluster 431,36
Cluster 364,36
Cluster 369,37
Cluster 238,38
Cluster 148,38
Cluster 165,38
Cluster 25,38
Cluster 286,38
Cluster 119,38
Cluster 297,39
Cluster 153,39
Cluster 95,39
Cluster 308,40
Cluster 723,40
Cluster 36,41
Cluster 447,41
Cluster 196,42
Cluster 167,42
Cluster 96,44
Cluster 216,45
Cluster 134,46
Cluster 14,46
Cluster 460,47
Cluster 157,47
Cluster 182,48
Cluster 111,48
Cluster 173,48
Cluster 26,49
Cluster 69,49
Cluster 226,50
Cluster 201,50
Cluster 252,50
Cluster 62,52
Cluster 74,53
Cluster 306,56
Cluster 164,58
Cluster 5,58
Cluster 222,60
Cluster 394,61
Cluster 68,61
Cluster 210,62
Cluster 34,65
Cluster 411,66
Cluster 175,66
Cluster 137,68
Cluster 174,70
Cluster 20,70
Cluster 53,74
Cluster 516,75
Cluster 79,78
Cluster 192,79
Cluster 71,79
Cluster 86,82
Cluster 343,83
Cluster 39,83
Cluster 41,83
Cluster 338,86
Cluster 189,87
Cluster 22,89
Cluster 63,91
Cluster 49,92
Cluster 7,93
Cluster 200,93
Cluster 289,96
Cluster 28,97
Cluster 27,99
Cluster 150,107
Cluster 65,107
Cluster 48,109
Cluster 168,114
Cluster 70,115
Cluster 139,117
Cluster 98,133
Cluster 15,143
Cluster 108,153
Cluster 4,220
Cluster 23,262
Cluster 35,308
Cluster 76,310
Cluster 50,419
Cluster 19,481
Cluster 3,500
Cluster 0,754
Cluster 21,2264
